เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่ร้าง,วันที่เลิก,เสร็จชำระบัญชี,เว็บไซต์,พิพากษาล้มละลาย,ศาลสั่งพิทักษ์ทรัพย์,ทะเบียน,จดทะเบียน
'0105540071980,บริษัท เทพรัตน แอสเสท จำกัด,"DEBARATNA ASSET CO., LTD.",การผลิตปลาและผลิตภัณฑ์จากปลาสดแช่เย็น หรือแช่แข็ง,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด (ยกเว้นปลา) แช่เย็นหรือแช่แข็ง,2 ซอยราษฎร์พัฒนา 29 แขวงราษฎร์พัฒนา เขตสะพานสูง กรุงเทพมหานคร 10240,ยังดำเนินกิจการอยู่,7/8/2540,7 สิงหาคม 2540,109000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105540071980/,,,,,,,,,
'0105532113571,บริษัท ไทยเดลมาร์ จำกัด,THAI DELMAR COMPANY LIMITED,ผลิตและส่งออกอาหารทะเลแช่แข็ง,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด (ยกเว้นปลา) แช่เย็นหรือแช่แข็ง,88/8 นิคมอุตสาหกรรมเอเซีย (สุวรรณภูมิ) หมู่ที่ 4 ซอยเอเซียอเวนิว 2 ตำบลคลองสวน อำเภอบางบ่อ จ.สมุทรปราการ 10560,ยังดำเนินกิจการอยู่,24/11/2532,24 พฤศจิกายน 2532,72000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,'0238944258,https://www.delmar.co.th/th,,https://www.dataforthai.com/company/0105532113571/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,,,,,
'0105532075009,บริษัท ไทยเอกมัยห้องเย็น จำกัด,"THAI I-MEI FROZEN FOODS CO., LTD.",ผลิตและส่งออกกุ้งแช่เเข็ง,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด (ยกเว้นปลา) แช่เย็นหรือแช่แข็ง,65/137 ถนนพระรามที่ 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,ยังดำเนินกิจการอยู่,14/8/2532,14 สิงหาคม 2532,193200000,,,False,'02248713940,,,https://www.dataforthai.com/company/0105532075009/,,,,,,,,,
'0105529034682,บริษัท บีเอส แมนนูแฟคเจอริ่ง จำกัด,BS MANUFACTURING COMPANY LIMITED,ผลิตอาหารทะเลแช่แข็ง,การผลิตผลิตภัณฑ์อื่น ๆ จากสัตว์น้ำซึ่งมิได้จัดประเภทไว้ในที่อื่น,385 ถนนเทพรัตน แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260,ยังดำเนินกิจการอยู่,26/9/2529,26 กันยายน 2529,60000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,'023993401,,,https://www.dataforthai.com/company/0105529034682/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,,
'0745550002039,บริษัท โบเดล ซีฟู้ดส จำกัด,"BEAUDALE SEAFOODS CO.,LTD.",การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด (ยกเว้น ปลา) แช่เย็นหรือแช่แข็ง,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด (ยกเว้นปลา) แช่เย็นหรือแช่แข็ง,49/1276 หมู่ที่ 4 ตำบลโคกขาม อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,21/8/2550,21 สิงหาคม 2550,108000000,,,False,,,,https://www.dataforthai.com/company/0745550002039/,,,,,,,,,
'0745532000976,บริษัท แปซิฟิคมารีนฟู้ดโปรดักส์ จำกัด,PACIFIC MARINE FOOD PRODUCTS COMPANY LIMITED,อาหารทะเลแช่แข็ง,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด (ยกเว้นปลา) แช่เย็นหรือแช่แข็ง,75/12 หมู่ที่ 5 ตำบลโคกขาม อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,19/12/2532,19 ธันวาคม 2532,340000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,'034864311,,,https://www.dataforthai.com/company/0745532000976/,,,,,,,,,
'0205541003944,บริษัท พี.เอ็ม.เทรดดิ้ง แอนด์ ฟู้ดส์ แคน จำกัด,"P.M. TRADING FOODS CAN CO., LTD.",ส่งออกอาหารทะเลแช่แข็ง,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด (ยกเว้นปลา) แช่เย็นหรือแช่แข็ง,26/1 หมู่ที่ 5 ตำบลหนองปลาไหล อำเภอบางละมุง จ.ชลบุรี 20150,ยังดำเนินกิจการอยู่,5/8/2541,5 สิงหาคม 2541,30000000,,,False,'038704910,,,https://www.dataforthai.com/company/0205541003944/,,,,,,,,,
'0107537001668,บริษัท แพ็คฟู้ด จำกัด (มหาชน),PAKFOOD PUBLIC COMPANY LIMITED,นำเข้า ผลิต จำหน่ายและส่งออกสัตว์น้ำแช่แข็ง อาหารสำเร็จรูปแช่แข็ง,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด (ยกเว้นปลา) แช่เย็นหรือแช่แข็ง,979/72-74 อาคารเอสเอ็มทาวเวอร์ ชั้น 25 ถนนพหลโยธิน แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400,ยังดำเนินกิจการอยู่,17/5/2537,17 พฤษภาคม 2537,330000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,'022952000,www.ttimefood.com,,https://www.dataforthai.com/company/0107537001668/,,,,,www.ttimefood.com,,,,
'0745556000585,บริษัท มหาชัยซีฟู๊ด โฮลดิ้ง จำกัด,MAHACHAI SEAFOOD HOLDING COMPANY LIMITED,ประกอบกิจการผลิต ส่งออก ค้าปลีก ค้าส่ง อาหารทะเลแช่แข็งทุกชนิด,การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด (ยกเว้นปลา) แช่เย็นหรือแช่แข็ง,24/512 หมู่ที่ 3 ตำบลบางหญ้าแพรก อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,18/1/2556,18 มกราคม 2556,150000000,,,False,'0925147755,,,https://www.dataforthai.com/company/0745556000585/,,,,,,,,,
'0115539006568,บริษัท เมย์โอฟู้ดส์ จำกัด,MAY AO FOODS COMPANY LIMITED,"สัตว์น้ำแช่แข็ง,อาหารสำเร็จรูปและกึ่งสำเร็จรูปแช่แข็ง",การผลิตสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสด (ยกเว้นปลา) แช่เย็นหรือแช่แข็ง,8 ซอยพระรามที่ 2 ซอย 50 แยก 7 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,ยังดำเนินกิจการอยู่,29/8/2539,29 สิงหาคม 2539,200000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,'02323141112,,,https://www.dataforthai.com/company/0115539006568/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,,,,,
